Nome Atleta,Categoria,Squadra,1 giri Crono atleti contrapposti_CAMPIONATO ITALIANO PISTA  A/J/S,500 m Sprint_CAMPIONATO ITALIANO PISTA  A/J/S,5000 m punti_CAMPIONATO ITALIANO PISTA  A/J/S,10000 m Eliminazione_CAMPIONATO ITALIANO PISTA  A/J/S,3000 m Americana_CAMPIONATO ITALIANO PISTA  A/J/S,1000 m Sprint_CAMPIONATO ITALIANO PISTA  A/J/S,1 giri Crono atleti contrapposti_Campionato italiano su pista cat.R - Trofeo Skate,"1,5 giri Sprint_Campionato italiano su pista cat.R - Trofeo Skate",3000 m punti_Campionato italiano su pista cat.R - Trofeo Skate,5000 m Eliminazione_Campionato italiano su pista cat.R - Trofeo Skate,9 g Americana_Campionato italiano su pista cat.R - Trofeo Skate,2000 m punti_Campionato italiano su pista cat.R - Trofeo Skate,3000 m Eliminazione_Campionato italiano su pista cat.R - Trofeo Skate,Destrezza 2_Giochi Nazionali per Societa' - B.Tiezzi,2 giri Sprint (GE)_Giochi Nazionali per Societa' - B.Tiezzi,Destrezza 1_Giochi Nazionali per Societa' - B.Tiezzi,8 giri In linea_Giochi Nazionali per Societa' - B.Tiezzi,5 giri In linea_Giochi Nazionali per Societa' - B.Tiezzi,42195 m In linea_CAMPIONATO ITALIANO MARATONA J/S/M - CAMPIONATO IT,21.000 m In linea_CAMPIONATO ITALIANO MARATONA J/S/M - CAMPIONATO IT,100 m Sprint in corsia_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,1 giri Sprint_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,10000 m punti_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,15000 m Eliminazione_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,Team sprint_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,5000 m punti_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,10000 m Eliminazione_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,80 m Sprint in corsia_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,300 m Sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,3000 m punti_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,5000 m Eliminazione_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,Team sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,200 m Sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,2000 m punti_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,3000 m Eliminazione_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,1 giri Crono atleti contrapposti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,"1,5 giri Sprint_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE",3000 m punti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,9 g Americana_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,2000 m punti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,1 giri Crono atleti contr._CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,1000 m Sprint_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,5000 m punti_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,3000 m Americana_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,3000 m punti_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S
ROMAGNOLETTI GAIA,ESORDIENTI F,ASD MOLINELLI (AN),,,,,,,,,,,,,,"{'classifica': '22', 'pettorina': '111', 'squadra': 'ASD MOLINELLI (AN)', 'tempo': '25.816', 'punti': '379'}","{'classifica': '16', 'pettorina': '111', 'squadra': 'ASD MOLINELLI (AN)', 'tempo': '22.735', 'punti': '385'}","{'classifica': '8', 'pettorina': '111', 'squadra': 'ASD MOLINELLI (AN)', 'tempo': '31.492', 'punti': '393'}","{'classifica': '10', 'pettorina': '111', 'squadra': 'ASD MOLINELLI (AN)', 'tempo': '01.37.572', 'punti': '390'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPOVILLA MATILDE,ESORDIENTI F,PATT.SPINEA (VE),,,,,,,,,,,,,,"{'classifica': '23', 'pettorina': '76', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '25.824', 'punti': '378'}","{'classifica': '49', 'pettorina': '76', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '23.330', 'punti': '352'}","{'classifica': '30', 'pettorina': '76', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '32.329', 'punti': '371'}","{'classifica': '42', 'pettorina': '76', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '01.40.521', 'punti': '359-2 (A)=357'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCHIERI MATILDE,ESORDIENTI F,SKATING C.ROVIGO (RO),,,,,,,,,,,,,,"{'classifica': '24', 'pettorina': '21', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '25.826', 'punti': '377-0.5 (B)=376.5'}","{'classifica': '40', 'pettorina': '21', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '23.200', 'punti': '361'}","{'classifica': '10', 'pettorina': '21', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '31.827', 'punti': '391'}","{'classifica': '56', 'pettorina': '21', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '01.41.232', 'punti': '345'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOIAN AMELIE NICOLE,ESORDIENTI F,REDBLACK R.TEAM (CR),,,,,,,,,,,,,,"{'classifica': '25', 'pettorina': '217', 'squadra': 'REDBLACK R.TEAM (CR)', 'tempo': '25.848', 'punti': '376'}","{'classifica': '14', 'pettorina': '217', 'squadra': 'REDBLACK R.TEAM (CR)', 'tempo': '22.627', 'punti': '387'}","{'classifica': '11', 'pettorina': '217', 'squadra': 'REDBLACK R.TEAM (CR)', 'tempo': '31.895', 'punti': '390'}","{'classifica': '13', 'pettorina': '217', 'squadra': 'REDBLACK R.TEAM (CR)', 'tempo': '01.37.849', 'punti': '388'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIOP MAREM,ESORDIENTI F,A.H.P. PADOVA ASD (PD),,,,,,,,,,,,,,"{'classifica': '26', 'pettorina': '12', 'squadra': 'A.H.P. PADOVA ASD (PD)', 'tempo': '25.848', 'punti': '376-0.5 (B)=375.5'}","{'classifica': '21', 'pettorina': '12', 'squadra': 'A.H.P. PADOVA ASD (PD)', 'tempo': '22.863', 'punti': '380-1 (BB)=379'}","{'classifica': '18', 'pettorina': '12', 'squadra': 'A.H.P. PADOVA ASD (PD)', 'tempo': '32.055', 'punti': '384-1.5 (FBB)=382.5'}","{'classifica': '93', 'pettorina': '12', 'squadra': 'A.H.P. PADOVA ASD (PD)', 'tempo': '01.42.928', 'punti': '308-0.5 (B)=307.5'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALERBA MARGHERITA,ESORDIENTI F,A.S.D.G.P.SAVONESI (SV),,,,,,,,,,,,,,"{'classifica': '27', 'pettorina': '39', 'squadra': 'A.S.D.G.P.SAVONESI (SV)', 'tempo': '25.852', 'punti': '374'}","{'classifica': '55', 'pettorina': '39', 'squadra': 'A.S.D.G.P.SAVONESI (SV)', 'tempo': '23.383', 'punti': '346'}","{'classifica': '35', 'pettorina': '39', 'squadra': 'A.S.D.G.P.SAVONESI (SV)', 'tempo': '32.486', 'punti': '366'}","{'classifica': '123', 'pettorina': '39', 'squadra': 'A.S.D.G.P.SAVONESI (SV)', 'tempo': '01.44.705', 'punti': '278'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISENTIN ALICE,ESORDIENTI F,SKATING C.ROVIGO (RO),,,,,,,,,,,,,,"{'classifica': '28', 'pettorina': '27', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '25.878', 'punti': '373'}","{'classifica': '30', 'pettorina': '27', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '23.097', 'punti': '371'}","{'classifica': '38', 'pettorina': '27', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '32.625', 'punti': '363'}","{'classifica': '38', 'pettorina': '27', 'squadra': 'SKATING C.ROVIGO (RO)', 'tempo': '01.40.308', 'punti': '362-0.5 (B)=361.5'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULAZZANI GAIA,ESORDIENTI F,POL. BELLUSCO (MB),,,,,,,,,,,,,,"{'classifica': '29', 'pettorina': '56', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '25.903', 'punti': '372'}","{'classifica': '39', 'pettorina': '56', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '23.195', 'punti': '362'}","{'classifica': '23', 'pettorina': '56', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '32.136', 'punti': '378'}","{'classifica': '44', 'pettorina': '56', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '01.40.717', 'punti': '356'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DI BARTOLO CLOE,ESORDIENTI F,I CORVI (S9),,,,,,,,,,,,,,"{'classifica': '30', 'pettorina': '233', 'squadra': 'I CORVI (S9)', 'tempo': '25.933', 'punti': '371'}","{'classifica': '248', 'pettorina': '233', 'squadra': 'I CORVI (S9)', 'tempo': '27.988', 'punti': '153'}","{'classifica': '181', 'pettorina': '233', 'squadra': 'I CORVI (S9)', 'tempo': '35.509', 'punti': '220'}","{'classifica': '133', 'pettorina': '233', 'squadra': 'I CORVI (S9)', 'tempo': '01.45.090', 'punti': '268'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEMENTE MATILDE,ESORDIENTI F,A.S.D.G.P.SAVONESI (SV),,,,,,,,,,,,,,"{'classifica': '31', 'pettorina': '36', 'squadra': 'A.S.D.G.P.SAVONESI (SV)', 'tempo': '25.952', 'punti': '370'}","{'classifica': '63', 'pettorina': '36', 'squadra': 'A.S.D.G.P.SAVONESI (SV)', 'tempo': '23.599', 'punti': '338'}","{'classifica': '131', 'pettorina': '36', 'squadra': 'A.S.D.G.P.SAVONESI (SV)', 'tempo': '34.456', 'punti': '270'}","{'classifica': '53', 'pettorina': '36', 'squadra': 'A.S.D.G.P.SAVONESI (SV)', 'tempo': '01.41.093', 'punti': '348'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENGHI ALESSIA,ESORDIENTI F,A.P.D.JUVENILIA (MC),,,,,,,,,,,,,,"{'classifica': '32', 'pettorina': '119', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '26.011', 'punti': '369'}","{'classifica': '51', 'pettorina': '119', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '23.364', 'punti': '350'}","{'classifica': '243', 'pettorina': '119', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '38.679', 'punti': '158-0.5 (B)=157.5'}","{'classifica': '86', 'pettorina': '119', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '01.42.552', 'punti': '315'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALASSI ELENA MARIA,ESORDIENTI F,POL.VA CASIER ARL (TV),,,,,,,,,,,,,,"{'classifica': '33', 'pettorina': '155', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '26.061', 'punti': '367'}","{'classifica': '64', 'pettorina': '155', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '23.600', 'punti': '337'}","{'classifica': '42', 'pettorina': '155', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '32.685', 'punti': '359-0.5 (B)=358.5'}","{'classifica': '41', 'pettorina': '155', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '01.40.480', 'punti': '360'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNIBALE DILETTA,ESORDIENTI F,POL.VA CASIER ARL (TV),,,,,,,,,,,,,,"{'classifica': '34', 'pettorina': '154', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '26.067', 'punti': '366'}","{'classifica': '53', 'pettorina': '154', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '23.379', 'punti': '348'}","{'classifica': '9', 'pettorina': '154', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '31.777', 'punti': '392'}","{'classifica': '48', 'pettorina': '154', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '01.40.863', 'punti': '353-0.5 (B)=352.5'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATINO GIULIA,ESORDIENTI F,ROMA 7 PATTINAGGIO (RM),,,,,,,,,,,,,,"{'classifica': '34', 'pettorina': '167', 'squadra': 'ROMA 7 PATTINAGGIO (RM)', 'tempo': '26.037', 'punti': '368-2 (A)=366'}","{'classifica': '36', 'pettorina': '167', 'squadra': 'ROMA 7 PATTINAGGIO (RM)', 'tempo': '23.168', 'punti': '365'}","{'classifica': '25', 'pettorina': '167', 'squadra': 'ROMA 7 PATTINAGGIO (RM)', 'tempo': '32.165', 'punti': '376'}","{'classifica': '30', 'pettorina': '167', 'squadra': 'ROMA 7 PATTINAGGIO (RM)', 'tempo': '01.39.738', 'punti': '371'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELCASTELLO MATILDE,ESORDIENTI F,SKATING C.CASSANO D. (MI),,,,,,,,,,,,,,"{'classifica': '36', 'pettorina': '65', 'squadra': 'SKATING C.CASSANO D. (MI)', 'tempo': '26.082', 'punti': '365'}","{'classifica': '43', 'pettorina': '65', 'squadra': 'SKATING C.CASSANO D. (MI)', 'tempo': '23.277', 'punti': '358'}","{'classifica': '27', 'pettorina': '65', 'squadra': 'SKATING C.CASSANO D. (MI)', 'tempo': '32.291', 'punti': '374'}","{'classifica': '75', 'pettorina': '65', 'squadra': 'SKATING C.CASSANO D. (MI)', 'tempo': '01.42.031', 'punti': '326'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
COGLIATI KIM,ESORDIENTI F,POL. BELLUSCO (MB),,,,,,,,,,,,,,"{'classifica': '37', 'pettorina': '51', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '26.143', 'punti': '364'}","{'classifica': '93', 'pettorina': '51', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '24.019', 'punti': '308'}","{'classifica': '71', 'pettorina': '51', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '33.380', 'punti': '330'}","{'classifica': '214', 'pettorina': '51', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '01.51.010', 'punti': '187'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CICCONI EMMA,ESORDIENTI F,ROLLING BOSICA (TE),,,,,,,,,,,,,,"{'classifica': '38', 'pettorina': '128', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '26.150', 'punti': '363'}","{'classifica': '60', 'pettorina': '128', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '23.543', 'punti': '341'}","{'classifica': '50', 'pettorina': '128', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '32.927', 'punti': '351'}","{'classifica': '88', 'pettorina': '128', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '01.42.708', 'punti': '313'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARMESCHI ANNA,ESORDIENTI F,PATT.PIOMBINESI (LI),,,,,,,,,,,,,,"{'classifica': '39', 'pettorina': '271', 'squadra': 'PATT.PIOMBINESI (LI)', 'tempo': '26.168', 'punti': '362'}","{'classifica': '25', 'pettorina': '271', 'squadra': 'PATT.PIOMBINESI (LI)', 'tempo': '22.908', 'punti': '376'}","{'classifica': '37', 'pettorina': '271', 'squadra': 'PATT.PIOMBINESI (LI)', 'tempo': '32.588', 'punti': '364'}","{'classifica': '153', 'pettorina': '271', 'squadra': 'PATT.PIOMBINESI (LI)', 'tempo': '01.45.928', 'punti': '248'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRANZOI CHIARA,ESORDIENTI F,ADHP GRUPPO COSMO (VE),,,,,,,,,,,,,,"{'classifica': '40', 'pettorina': '29', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '26.307', 'punti': '361'}","{'classifica': '41', 'pettorina': '29', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '23.262', 'punti': '360'}","{'classifica': '51', 'pettorina': '29', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '32.936', 'punti': '350'}","{'classifica': '57', 'pettorina': '29', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '01.41.240', 'punti': '344'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGLIABUE CECILIA,ESORDIENTI F,A.S.D.BRIANZA INLINE (CO),,,,,,,,,,,,,,"{'classifica': '41', 'pettorina': '209', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '26.315', 'punti': '360'}","{'classifica': '20', 'pettorina': '209', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '22.862', 'punti': '381'}","{'classifica': '45', 'pettorina': '209', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '32.771', 'punti': '356'}","{'classifica': '32', 'pettorina': '209', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '01.39.939', 'punti': '369'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALDEGHI SARA,ESORDIENTI F,SALA GALBIATE (LC),,,,,,,,,,,,,,"{'classifica': '42', 'pettorina': '198', 'squadra': 'SALA GALBIATE (LC)', 'tempo': '26.355', 'punti': '359'}","{'classifica': '74', 'pettorina': '198', 'squadra': 'SALA GALBIATE (LC)', 'tempo': '23.769', 'punti': '327'}","{'classifica': '79', 'pettorina': '198', 'squadra': 'SALA GALBIATE (LC)', 'tempo': '33.582', 'punti': '322'}","{'classifica': '80', 'pettorina': '198', 'squadra': 'SALA GALBIATE (LC)', 'tempo': '01.42.297', 'punti': '321-0.5 (B)=320.5'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIACOMIN ANNA GIULIA,ESORDIENTI F,ADHP GRUPPO COSMO (VE),,,,,,,,,,,,,,"{'classifica': '43', 'pettorina': '30', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '26.378', 'punti': '358'}","{'classifica': '31', 'pettorina': '30', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '23.110', 'punti': '370'}","{'classifica': '21', 'pettorina': '30', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '32.120', 'punti': '380'}","{'classifica': '33', 'pettorina': '30', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '01.39.996', 'punti': '368'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NECCHI VITTORIA,ESORDIENTI F,SPEEDYROLLER CASSANO (MI),,,,,,,,,,,,,,"{'classifica': '44', 'pettorina': '222', 'squadra': 'SPEEDYROLLER CASSANO (MI)', 'tempo': '26.384', 'punti': '357'}","{'classifica': '65', 'pettorina': '222', 'squadra': 'SPEEDYROLLER CASSANO (MI)', 'tempo': '23.611', 'punti': '336'}","{'classifica': '53', 'pettorina': '222', 'squadra': 'SPEEDYROLLER CASSANO (MI)', 'tempo': '32.958', 'punti': '348'}","{'classifica': '28', 'pettorina': '222', 'squadra': 'SPEEDYROLLER CASSANO (MI)', 'tempo': '01.39.632', 'punti': '373'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIVERON TECLA,ESORDIENTI F,POL.VA CASIER ARL (TV),,,,,,,,,,,,,,"{'classifica': '45', 'pettorina': '157', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '26.410', 'punti': '356'}","{'classifica': '54', 'pettorina': '157', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '23.380', 'punti': '347'}","{'classifica': '173', 'pettorina': '157', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '35.392', 'punti': '228'}","{'classifica': '67', 'pettorina': '157', 'squadra': 'POL.VA CASIER ARL (TV)', 'tempo': '01.41.501', 'punti': '334'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FROIO EMMA,ESORDIENTI F,SAVONA IN LINE (SV),,,,,,,,,,,,,,"{'classifica': '46', 'pettorina': '162', 'squadra': 'SAVONA IN LINE (SV)', 'tempo': '26.414', 'punti': '355'}","{'classifica': '78', 'pettorina': '162', 'squadra': 'SAVONA IN LINE (SV)', 'tempo': '23.811', 'punti': '323'}","{'classifica': '56', 'pettorina': '162', 'squadra': 'SAVONA IN LINE (SV)', 'tempo': '33.085', 'punti': '345'}","{'classifica': '179', 'pettorina': '162', 'squadra': 'SAVONA IN LINE (SV)', 'tempo': '01.48.298', 'punti': '222'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINTUS AURORA,ESORDIENTI F,I CORVI (S9),,,,,,,,,,,,,,"{'classifica': '47', 'pettorina': '237', 'squadra': 'I CORVI (S9)', 'tempo': '26.417', 'punti': '354-0.5 (B)=353.5'}","{'classifica': '50', 'pettorina': '237', 'squadra': 'I CORVI (S9)', 'tempo': '23.355', 'punti': '351'}","{'classifica': '62', 'pettorina': '237', 'squadra': 'I CORVI (S9)', 'tempo': '33.157', 'punti': '339-0.5 (B)=338.5'}","{'classifica': '114', 'pettorina': '237', 'squadra': 'I CORVI (S9)', 'tempo': '01.44.381', 'punti': '287'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASCANIUC REBECCA,ESORDIENTI F,PATT.S.MAURO TO (TO),,,,,,,,,,,,,,"{'classifica': '48', 'pettorina': '135', 'squadra': 'PATT.S.MAURO TO (TO)', 'tempo': '26.418', 'punti': '353'}","{'classifica': '13', 'pettorina': '135', 'squadra': 'PATT.S.MAURO TO (TO)', 'tempo': '22.593', 'punti': '388'}","{'classifica': '44', 'pettorina': '135', 'squadra': 'PATT.S.MAURO TO (TO)', 'tempo': '32.755', 'punti': '357'}","{'classifica': '39', 'pettorina': '135', 'squadra': 'PATT.S.MAURO TO (TO)', 'tempo': '01.40.258', 'punti': '364-3 (BBA)=361'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASI MARTINA,ESORDIENTI F,ADHP GRUPPO COSMO (VE),,,,,,,,,,,,,,"{'classifica': '49', 'pettorina': '31', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '26.437', 'punti': '352'}","{'classifica': '75', 'pettorina': '31', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '23.778', 'punti': '326'}","{'classifica': '40', 'pettorina': '31', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '32.638', 'punti': '361'}","{'classifica': '58', 'pettorina': '31', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '01.41.296', 'punti': '343'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIBUZI MARIA GIULIA,ESORDIENTI F,A.P.D.JUVENILIA (MC),,,,,,,,,,,,,,"{'classifica': '50', 'pettorina': '122', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '26.439', 'punti': '351'}","{'classifica': '21', 'pettorina': '122', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '22.890', 'punti': '379'}","{'classifica': '32', 'pettorina': '122', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '32.413', 'punti': '369'}","{'classifica': '52', 'pettorina': '122', 'squadra': 'A.P.D.JUVENILIA (MC)', 'tempo': '01.41.061', 'punti': '349'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL SANTO GIORGIA,ESORDIENTI F,S.C.GIUSSANO (MB),,,,,,,,,,,,,,"{'classifica': '51', 'pettorina': '93', 'squadra': 'S.C.GIUSSANO (MB)', 'tempo': '26.473', 'punti': '350'}","{'classifica': '58', 'pettorina': '93', 'squadra': 'S.C.GIUSSANO (MB)', 'tempo': '23.438', 'punti': '343'}","{'classifica': '84', 'pettorina': '93', 'squadra': 'S.C.GIUSSANO (MB)', 'tempo': '33.621', 'punti': '317'}","{'classifica': '87', 'pettorina': '93', 'squadra': 'S.C.GIUSSANO (MB)', 'tempo': '01.42.627', 'punti': '314'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINTACORONA LIA,ESORDIENTI F,ROT.CA VENTIMIGLIESE (IM),,,,,,,,,,,,,,"{'classifica': '52', 'pettorina': '61', 'squadra': 'ROT.CA VENTIMIGLIESE (IM)', 'tempo': '26.512', 'punti': '349'}","{'classifica': '48', 'pettorina': '61', 'squadra': 'ROT.CA VENTIMIGLIESE (IM)', 'tempo': '23.322', 'punti': '353'}","{'classifica': '47', 'pettorina': '61', 'squadra': 'ROT.CA VENTIMIGLIESE (IM)', 'tempo': '32.839', 'punti': '354'}","{'classifica': '64', 'pettorina': '61', 'squadra': 'ROT.CA VENTIMIGLIESE (IM)', 'tempo': '01.41.459', 'punti': '337'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUMAGALLI REBECCA,ESORDIENTI F,S.C.GIUSSANO (MB),,,,,,,,,,,,,,"{'classifica': '53', 'pettorina': '94', 'squadra': 'S.C.GIUSSANO (MB)', 'tempo': '26.548', 'punti': '348'}","{'classifica': '23', 'pettorina': '94', 'squadra': 'S.C.GIUSSANO (MB)', 'tempo': '22.897', 'punti': '378'}","{'classifica': '36', 'pettorina': '94', 'squadra': 'S.C.GIUSSANO (MB)', 'tempo': '32.544', 'punti': '365'}","{'classifica': '42', 'pettorina': '94', 'squadra': 'S.C.GIUSSANO (MB)', 'tempo': '01.40.658', 'punti': '357'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEDOLA SOFIA,ESORDIENTI F,ASD TERRASARDA PATT. (S9),,,,,,,,,,,,,,"{'classifica': '54', 'pettorina': '261', 'squadra': 'ASD TERRASARDA PATT. (S9)', 'tempo': '26.579', 'punti': '347'}","{'classifica': '46', 'pettorina': '261', 'squadra': 'ASD TERRASARDA PATT. (S9)', 'tempo': '23.294', 'punti': '355'}","{'classifica': '69', 'pettorina': '261', 'squadra': 'ASD TERRASARDA PATT. (S9)', 'tempo': '33.317', 'punti': '332'}","{'classifica': '68', 'pettorina': '261', 'squadra': 'ASD TERRASARDA PATT. (S9)', 'tempo': '01.41.524', 'punti': '333'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARZORATI GRETA,ESORDIENTI F,G.P.MOBILI CANTU' (CO),,,,,,,,,,,,,,"{'classifica': '55', 'pettorina': '70', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '26.587', 'punti': '346'}","{'classifica': '81', 'pettorina': '70', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '23.838', 'punti': '320'}","{'classifica': '70', 'pettorina': '70', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '33.349', 'punti': '331'}","{'classifica': '92', 'pettorina': '70', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '01.42.896', 'punti': '309'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATTI CHIARA,ESORDIENTI F,ROLLER CARBONIA A.S.D. (S9),,,,,,,,,,,,,,"{'classifica': '56', 'pettorina': '254', 'squadra': 'ROLLER CARBONIA A.S.D. (S9)', 'tempo': '26.594', 'punti': '345'}","{'classifica': '10', 'pettorina': '254', 'squadra': 'ROLLER CARBONIA A.S.D. (S9)', 'tempo': '22.468', 'punti': '391'}","{'classifica': '20', 'pettorina': '254', 'squadra': 'ROLLER CARBONIA A.S.D. (S9)', 'tempo': '32.112', 'punti': '381'}","{'classifica': '8', 'pettorina': '254', 'squadra': 'ROLLER CARBONIA A.S.D. (S9)', 'tempo': '01.37.414', 'punti': '392'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
